ema_period,atr_period,multiplier,0
2,34,1.0,47.368421052631575
12,24,5.743069434963817,-0.0
14,27,7.742621870673448,-0.0
23,33,5.499312838431128,44.354838709677416
53,27,5.552401892985049,49.002849002849004
67,22,9.900000000000007,-0.0
71,16,9.75264506645038,-0.0
72,20,7.518155495913074,-0.0
75,38,9.626763066876117,-0.0
76,22,9.246386717213197,-0.0
77,36,3.791910093997776,51.3657561625583
77,43,7.275851220215286,51.39442231075697
85,48,1.4194525576398735,53.31820760068066
89,22,9.323283025948415,-0.0
89,28,9.900000000000007,-0.0
91,39,9.335517882940723,-0.0
92,23,3.153852612189202,51.13282985339849
94,19,8.617981902067473,-0.0
94,24,8.473415558967393,-0.0
95,22,8.339338890357666,-0.0
98,23,6.310736344102713,51.483050847457626
100,23,7.624835220208519,46.19565217391305
101,26,6.340502653033575,50.300601202404806
101,30,7.337324176555208,52.87769784172662
102,10,9.900000000000007,-0.0
102,34,3.504204624574814,51.34722928317235
104,21,9.900000000000007,-0.0
109,21,8.184547652077248,39.175257731958766
111,30,1.9640916383097948,51.26131953428201
112,39,2.924846442395391,-0.0
113,32,7.191652060211563,52.043596730245234
116,25,6.370896744101488,49.16943521594684
118,28,6.910313706476554,51.30434782608696
118,31,8.251830830783536,50.0
119,37,7.137043084760651,47.963800904977376
120,31,4.773410570606224,49.73014649190439
121,31,4.87796598729751,49.87674609695974
122,49,1.8141212312720498,53.90143737166324
124,38,8.443523369596521,49.586776859504134
125,25,9.900000000000007,-0.0
125,28,9.900000000000007,-0.0
125,29,3.706866805945265,50.869120654396724
125,37,3.5896564039295797,51.558507920286154
126,29,6.320431040173663,51.310344827586206
128,27,6.5838389219488,49.92050874403816
132,27,8.21940932568196,51.47679324894515
132,30,6.57644447782182,50.67466266866567
136,29,6.374499693994842,52.431011826544015
136,33,9.620071417150573,36.84210526315789
139,29,6.401802717363319,51.326259946949605
141,15,9.900000000000007,-0.0
144,18,2.193604357518755,50.74679943100996
144,24,8.862957927653342,56.934306569343065
145,28,5.83526821490997,49.25074925074925
147,25,6.581854591383209,50.4881450488145
147,31,6.6944153902159425,51.54929577464789
147,35,1.0,51.87667560321716
149,25,6.482848628800591,49.167733674775924
150,34,5.694997271553895,49.81818181818182
151,29,9.900000000000007,37.89473684210527
152,34,3.234115912106673,51.35135135135135
153,29,7.790058807713796,48.0
157,17,8.275712058863322,47.85992217898833
158,29,7.140574655770678,50.72697899838449
160,24,3.9260056634029583,49.56610515569168
160,33,6.794624402319617,49.73190348525469
160,41,2.378350256742134,51.675413807024626
161,25,9.20216306544139,52.44755244755245
162,27,8.044720596079097,50.0
164,26,7.620430426699659,48.023715415019765
164,29,7.548147255149619,50.56818181818182
165,31,5.951616015024085,50.667938931297705
167,17,9.900000000000007,-0.0
167,30,4.905893897060597,49.51581665590704
167,34,6.440435914794492,49.430523917995444
167,36,6.200274504795988,51.19418483904465
168,13,9.900000000000007,-0.0
170,20,9.900000000000007,37.89473684210527
172,25,3.701713468175503,49.87531172069826
175,42,3.60476989079983,50.0
187,29,8.61125280939613,47.56756756756757
189,27,9.74387901941693,51.5527950310559
189,33,6.839438870166196,51.11633372502937
194,30,7.982211791594464,50.09242144177449
195,10,9.900000000000007,51.38121546961326
195,15,9.900000000000007,39.84375
201,22,7.9583834151553425,48.66220735785953
201,26,9.900000000000007,48.85057471264368
201,28,6.880323531081622,50.61179087875417
201,33,5.152718285850096,50.45811518324608
201,36,6.692602994732365,50.428265524625274
